14427,1459,62
14448,1466,63
14469,1459,62
14490,1459,62
14511,1459,62
14532,1466,63
14553,1466,63
14574,1474,64
14595,1474,64
14616,1474,64
14637,1481,65
14658,1481,65
14679,1481,65
14700,1481,65
14721,1488,66
14742,1488,66
14763,1488,66
14784,1496,67
14805,1496,67
14826,1496,67
14847,1496,67
14868,1503,68
14889,1503,68
14910,1503,68
14931,1511,69
14952,1511,69
14973,1511,69
14994,1518,70
15015,1518,70
15036,1525,71
15057,1525,71
15078,1533,72
15099,1533,72
15120,1540,73
15141,1540,73
15162,1548,74
15183,1548,74
15204,1548,74
15225,1548,74
15246,1548,74
15267,1548,74
15288,1548,74
15309,1548,74
15330,1548,74
15351,1548,74
15372,1548,74
15393,1548,74
15414,1548,74
15435,1548,74
15456,1548,74
15477,1548,74
15498,1548,74
15519,1548,74
15540,1555,75
15561,1555,75
15582,1555,75
15603,1555,75
15624,1555,75
15645,1555,75
15666,1562,76
15687,1562,76
15708,1562,76
15729,1570,77
15750,1570,77
15771,1570,77
15792,1570,77
15813,1570,77
15834,1562,76
15855,1562,76
15876,1570,77
15897,1570,77
15918,1570,77
15939,1570,77
15960,1570,77
15981,1570,77
16002,1570,77
16023,1570,77
16044,1577,78
16065,1577,78
16086,1585,79
16107,1600,81
16128,1607,82
16149,1614,83
16170,1622,84
16191,1622,84
16212,1622,84
16233,1622,84
16254,1622,84
16275,1629,85
16296,1629,85
16317,1637,86
16338,1644,87
16359,1644,87
16380,1644,87
16401,1651,88
16422,1644,87
16443,1659,89
16464,1659,89
16485,1659,89
16506,1659,89
16527,1651,88
